,省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
800,四川省,长江流域,联盟桥,2021-11-16 16:00:00,Ⅱ,12.9,7.57,10.03,319.1,16.4,2.38,0.076,0.057,0.97,*,*,正常
801,四川省,长江流域,舵石盘,2021-11-16 16:00:00,Ⅱ,14.7,7.72,7.92,336.5,9.2,1.76,0.077,0.059,1.4,*,*,正常
802,四川省,长江流域,车家河,2021-11-16 16:00:00,Ⅱ,14.9,7.82,8.96,336.9,5.4,1.4,0.046,0.041,1.15,*,*,正常
803,四川省,长江流域,三谷庄,2021-11-16 16:00:00,Ⅰ,15.8,8.36,9.05,237.4,4.8,0.28,0.025,0.007,0.78,*,*,正常
804,四川省,长江流域,大岗山,2021-11-16 16:00:00,Ⅰ,13.1,8.19,10.03,254,7.1,0.39,0.025,0.006,0.6,*,*,正常
805,四川省,长江流域,手傍岩,2021-11-16 16:00:00,Ⅱ,13.6,8.25,10.72,292.2,5.9,1.38,0.025,0.022,1.57,*,*,正常
806,四川省,长江流域,幸福村(河东元坝),2021-11-16 16:00:00,Ⅱ,14.2,8.2,10.48,499.8,24.2,2.51,0.089,0.098,3.17,*,*,正常
807,四川省,长江流域,拱城铺渡口,2021-11-16 16:00:00,Ⅲ,13.9,8,9.84,516.8,33.3,1.22,0.025,0.104,3.4,*,*,正常
808,四川省,长江流域,红光村,2021-11-16 16:00:00,Ⅱ,12.4,8.07,9.9,583.7,16.2,3.46,0.098,0.077,0.69,*,*,正常
809,四川省,长江流域,两河,2021-11-16 16:00:00,Ⅲ,13.5,7.81,8.45,583.7,14.3,4.17,0.171,0.099,1.84,*,*,正常
810,四川省,长江流域,马尔邦碉王山庄,2021-11-16 16:00:00,Ⅰ,6.2,8.65,10,232.3,45.8,0.86,0.025,0.012,0.6,*,*,正常
811,四川省,长江流域,渭门桥,2021-11-16 16:00:00,Ⅰ,9.3,8.45,9.77,245.4,23.1,0.59,0.025,0.005,0.61,*,*,正常
812,四川省,长江流域,小水沟,2021-11-16 16:00:00,Ⅰ,5.6,8.34,10.86,195.9,41.2,0.59,0.065,0.007,0.84,*,*,正常
813,四川省,长江流域,水磨沟村,2021-11-16 16:00:00,Ⅱ,4.2,8.46,8.99,742.9,16.8,1.38,0.025,0.031,0.68,*,*,正常
814,四川省,长江流域,洛须镇温托村,2021-11-16 16:00:00,Ⅰ,1.5,8.1,8.7,1567,21.5,0.96,0.025,0.02,0.75,*,*,正常
815,四川省,长江流域,岗托桥,2021-11-16 16:00:00,Ⅱ,2.1,8.56,8.55,1633.6,6.3,0.86,0.025,0.024,0.25,*,*,正常
816,四川省,长江流域,昔街大桥,2021-11-16 16:00:00,Ⅱ,16.8,7.87,9.31,198.8,76.9,0.96,0.062,0.027,2.02,*,*,正常
817,四川省,长江流域,阿七大桥,2021-11-16 16:00:00,Ⅱ,15.8,7.77,6.88,212.7,76.4,0.25,0.081,0.048,0.46,*,*,正常
818,四川省,长江流域,都江堰水文站,2021-11-16 16:00:00,Ⅰ,10.1,8.22,10.6,251,13.4,0.68,0.038,0.014,0.46,*,*,正常
819,四川省,长江流域,黄龙溪,2021-11-16 12:00:00,Ⅱ,16,7.9,9.54,480.8,15.5,2,0.078,0.087,3.4,*,*,正常
820,四川省,长江流域,201医院,2021-11-16 16:00:00,Ⅱ,14.1,8.19,10.77,437.2,11.8,1.35,0.033,0.099,3.02,*,*,正常
821,四川省,长江流域,二江寺,2021-11-16 16:00:00,Ⅱ,15.6,8.18,8.34,566.4,14.2,2.39,0.14,0.094,2.85,*,*,正常
822,黑龙江省,松花江流域,858九队,2021-11-16 16:00:00,Ⅲ,8.6,7.8,10.23,159.1,130.5,5.42,0.127,0.144,1.58,*,*,正常
823,黑龙江省,松花江流域,穆棱河口内,2021-11-16 16:00:00,Ⅲ,11.4,6.74,11.11,161.4,31.2,4.48,0.537,0.076,4.23,*,*,正常
824,黑龙江省,松花江流域,饶河上,2021-11-16 16:00:00,Ⅱ,4.4,7.41,11.42,146.5,60.1,3.03,0.025,0.042,0.54,*,*,正常
825,黑龙江省,松花江流域,挠力河口内,2021-11-16 04:00:00,Ⅲ,0.7,6.21,6.5,276.3,48.6,5.58,0.098,0.068,1.48,*,*,正常
826,黑龙江省,松花江流域,嫩江口内,2021-11-16 16:00:00,Ⅲ,1.9,7.74,12.13,242.3,76.8,5.83,0.025,0.075,1.54,*,*,正常
827,黑龙江省,松花江流域,布列亚河口下,??,,--,--,--,--,--,--,--,*,*,*,*,不具备运行条件
828,黑龙江省,松花江流域,友好,2021-11-16 16:00:00,Ⅳ,1,7.31,12.19,96.6,10.4,6.95,0.037,0.033,1.24,*,*,正常
829,黑龙江省,松花江流域,嘉荫,2021-11-16 16:00:00,,4.1,7.45,12.28,101.2,15.5,--,0.025,0.026,0.36,*,*,维护
830,黑龙江省,松花江流域,汤旺河口内,2021-11-16 16:00:00,Ⅲ,3.8,7.62,12.4,113.6,3.9,4.27,0.025,0.021,1.32,*,*,正常
831,黑龙江省,松花江流域,三岔口,2021-11-16 04:00:00,Ⅱ,17.3,7.6,6.41,108.9,7.9,0.25,0.12,0.023,0.9,*,*,正常
832,黑龙江省,松花江流域,海浪,2021-11-16 16:00:00,Ⅱ,3.5,7.02,12.12,120,45.9,2.87,0.057,0.046,1.72,*,*,正常
833,黑龙江省,松花江流域,三道,2021-11-16 12:00:00,,26,5.51,8.1,--,0.4,4.36,--,0.005,1.83,0.002,31232,维护
834,黑龙江省,松花江流域,柴河铁路桥,2021-11-16 16:00:00,Ⅲ,5.1,7.53,10.61,136.2,7.1,4.36,0.111,0.089,1.61,*,*,正常
835,黑龙江省,松花江流域,电视塔,2021-11-16 16:00:00,Ⅲ,7.4,7.33,9.14,117.4,5.5,5.03,0.025,0.039,1.29,0.001,42496,正常
836,黑龙江省,松花江流域,北极村,2021-11-16 12:00:00,Ⅰ,9.1,7.86,10.59,270.6,50.9,0.75,0.097,*,*,*,*,正常
837,黑龙江省,松花江流域,加格达奇上,2021-11-16 16:00:00,Ⅱ,9.7,7.27,11.8,69.3,6.5,2.43,0.025,0.006,0.18,*,*,正常
838,黑龙江省,松花江流域,水库出口,2021-11-16 16:00:00,Ⅱ,7,6.8,9.24,67.2,2.8,2.83,0.089,0.02,1.23,0.003,6684670,正常
839,黑龙江省,松花江流域,朱顺屯,2021-11-16 16:00:00,Ⅲ,0.3,7.85,12.71,262.5,102.4,5.88,0.113,0.133,2.28,*,*,正常
840,黑龙江省,松花江流域,浏园,2021-11-16 16:00:00,Ⅲ,3.1,7.2,11.9,156.7,90.6,4.19,0.025,0.062,1.35,*,*,正常
841,黑龙江省,松花江流域,泄洪1闸(小兴凯湖一闸),2021-11-16 16:00:00,Ⅳ,8.6,7.5,10.47,241.3,35,3.62,0.184,0.059,0.8,0.06,131562.4,正常
842,贵州省,长江流域,新庄,2021-11-16 16:00:00,Ⅲ,14.9,7.8,8.22,602.4,5.5,2.48,0.293,0.171,7.76,*,*,正常
843,贵州省,长江流域,大关桥,2021-11-16 12:00:00,Ⅳ,20.9,8.38,7.4,0.3,8.6,9.1,0.025,0.005,0.14,*,*,正常
844,贵州省,长江流域,龙场,2021-11-16 16:00:00,Ⅱ,16.3,8,8.03,358.7,7.9,1.08,0.025,0.017,2.44,*,*,正常
845,贵州省,珠江流域,发耳,2021-11-16 16:00:00,Ⅱ,16,8.37,11.5,374.4,8.6,0.58,0.061,0.028,2.75,*,*,正常
846,贵州省,长江流域,打秋坪,2021-11-16 16:00:00,Ⅲ,15.1,7.69,9.04,585.8,14.1,1.63,0.025,0.118,3.9,*,*,正常
847,贵州省,长江流域,鱼塘大桥,2021-11-16 16:00:00,Ⅰ,16,8,9.71,326.9,4.3,0.67,0.025,0.008,1.14,*,*,正常
848,贵州省,长江流域,长脚,2021-11-16 12:00:00,Ⅱ,17.6,7.52,7.21,325.4,3.4,0.69,0.025,0.02,1.65,*,*,正常
849,贵州省,长江流域,大乌江镇,2021-11-16 12:00:00,Ⅲ,20.2,7.89,5.94,415.5,0.6,0.84,0.132,0.059,3.57,*,*,正常
850,贵州省,长江流域,鲤鱼塘,2021-11-16 16:00:00,,15.8,7.68,6.12,528.9,2.5,--,0.025,0.073,3.45,*,*,维护
851,贵州省,长江流域,坡渡,2021-11-16 16:00:00,Ⅰ,14,7.84,10.24,305.2,3.9,0.31,0.025,0.007,0.38,*,*,正常
852,贵州省,长江流域,鲢鱼溪,2021-11-16 08:00:00,Ⅱ,15,8.23,9.85,400,35.1,1.07,0.025,0.024,3.47,*,*,正常
853,贵州省,长江流域,茅台,2021-11-16 16:00:00,Ⅰ,14.9,8.11,9,397.4,6.4,0.47,0.043,0.016,3.44,*,*,正常
854,贵州省,珠江流域,黄果树,2021-11-16 16:00:00,Ⅱ,15.3,8.69,8.91,497.8,12.1,1.12,0.051,0.031,3.9,*,*,正常
855,贵州省,长江流域,斯拉河大桥,2021-11-16 16:00:00,Ⅰ,16.4,8.04,7.61,446.3,11.9,0.51,0.025,0.011,2.88,*,*,正常
856,贵州省,珠江流域,坝草,2021-11-16 16:00:00,Ⅰ,20.1,8.77,8.66,358.2,10.6,0.37,0.025,0.011,2.82,*,*,正常
857,贵州省,珠江流域,打邦,2021-11-16 16:00:00,Ⅱ,20,7.77,7.32,454.9,3.9,0.49,0.058,0.012,2.32,*,*,正常
858,贵州省,长江流域,高店,2021-11-16 16:00:00,Ⅱ,14.6,7.28,7.03,665.2,14.3,1.51,0.493,0.095,6.34,*,*,正常
859,贵州省,长江流域,大桥边,2021-11-16 12:00:00,Ⅱ,14.5,7.86,9.97,356.5,14.6,0.51,0.025,0.031,3.2,*,*,正常
860,贵州省,长江流域,冷龙,2021-11-16 04:00:00,Ⅱ,16.8,7.55,6.24,306.4,4.6,1.12,0.163,0.048,1.26,*,*,正常
861,贵州省,长江流域,乌杨树,2021-11-16 16:00:00,Ⅱ,20,7.7,6.98,380.5,5.6,1.07,0.025,0.034,3.03,*,*,正常
862,贵州省,长江流域,玉屏,2021-11-16 12:00:00,Ⅱ,15.9,8.22,10.59,378.7,164.6,0.75,0.025,0.023,1.9,*,*,正常
863,贵州省,长江流域,西岩寺,2021-11-16 16:00:00,Ⅱ,15.7,8.05,9.54,273.9,17.8,0.82,0.098,0.062,1.89,*,*,正常
864,贵州省,珠江流域,三江口,2021-11-16 12:00:00,Ⅰ,20.5,7.86,8.02,427.7,27.4,1.2,0.04,0.013,3.26,0.003,*,正常
865,贵州省,珠江流域,万峰湖(万峰湖湖心),2021-11-16 12:00:00,Ⅱ,20.8,7.96,6.21,414.8,9.8,0.25,0.19,0.013,3.34,0.029,1490338,正常
866,贵州省,珠江流域,岔河口,2021-11-16 16:00:00,Ⅰ,19.6,8.02,8.14,318.4,2.9,0.54,0.046,0.014,2.86,*,*,正常
867,贵州省,珠江流域,蔗香北,2021-11-16 16:00:00,Ⅰ,22.6,7.85,7.97,357.8,1.8,0.56,0.025,0.01,2.42,*,*,正常
868,贵州省,珠江流域,黄泥河,2021-11-16 16:00:00,Ⅱ,15.6,8.77,10.55,403.6,11.8,0.52,0.04,0.04,2.67,*,*,正常
869,贵州省,珠江流域,赵家渡,2021-11-16 16:00:00,Ⅱ,18.1,8.5,8.84,509.4,11.9,0.9,0.063,0.062,5.23,*,*,正常
870,贵州省,珠江流域,坡脚,2021-11-16 16:00:00,Ⅲ,21.2,7.57,5.78,430.8,6.4,0.53,0.025,0.032,3.67,*,*,正常
871,贵州省,珠江流域,蔗香南,2021-11-16 16:00:00,Ⅱ,22.5,7.49,6.77,399.3,1.7,0.79,0.049,0.008,2.48,*,*,正常
872,贵州省,珠江流域,从江大桥,2021-11-16 12:00:00,Ⅱ,19.2,7.36,9.36,95.2,8.5,0.58,0.029,0.027,1.31,*,*,正常
873,贵州省,长江流域,平敏大桥,2021-11-16 16:00:00,Ⅰ,16.9,7.67,9.46,169.4,5.9,0.51,0.025,0.014,1.09,*,*,正常
874,贵州省,长江流域,旁海,2021-11-16 16:00:00,Ⅱ,16.5,8.61,10.17,413,2.7,1.84,0.025,0.037,2.17,*,*,正常
875,贵州省,长江流域,兴仁桥,2021-11-16 12:00:00,Ⅱ,18.3,7.71,6.84,398.8,149.1,0.64,0.025,0.018,1.94,*,*,正常
876,贵州省,长江流域,重安江大桥,2021-11-16 08:00:00,Ⅱ,13.7,8.44,9.81,587.4,1,0.57,0.025,0.073,2.34,*,*,正常
877,贵州省,珠江流域,榕江,2021-11-16 16:00:00,Ⅱ,17.7,7.82,9.24,118.6,8.4,0.81,0.034,0.07,0.76,*,*,正常
878,贵州省,珠江流域,新华,??,,--,--,--,--,--,--,--,--,--,*,*,维护
879,贵州省,长江流域,凤山桥边,2021-11-16 16:00:00,Ⅱ,14.7,8.2,9.12,729.9,5.6,0.89,0.223,0.094,5.42,*,*,正常
880,贵州省,珠江流域,三都桥,2021-11-16 16:00:00,Ⅱ,16.6,8.23,9.59,279.8,3.5,1.13,0.267,0.018,1.48,*,*,正常
881,贵州省,珠江流域,界牌,2021-11-16 08:00:00,,16.4,8.15,8.52,323,5.3,1.37,--,--,--,*,*,维护
882,贵州省,长江流域,棉花渡,2021-11-16 16:00:00,Ⅳ,17.2,7.55,4.49,390.1,4.2,0.34,0.028,0.036,2.4,*,*,正常
883,贵州省,长江流域,贵铝泵房,2021-11-16 16:00:00,Ⅲ,15.6,7.6,5.33,458.9,2.1,1.31,0.025,0.017,1.67,0.016,1590020,正常
884,贵州省,长江流域,花鱼洞,2021-11-16 16:00:00,Ⅱ,14.8,7.92,6.62,337,2.7,2.2,0.025,0.015,--,0.025,589584,维护
885,上海市,太湖流域,蕴川路桥,2021-11-16 12:00:00,Ⅱ,18.3,7.37,10.05,367.7,101.7,2.35,0.065,0.005,2.89,*,*,正常
886,上海市,太湖流域,黄渡,2021-11-16 12:00:00,Ⅲ,19.3,8.35,5.25,685.6,148.4,4.78,0.269,0.179,2.38,*,*,正常
887,上海市,太湖流域,三甲港,2021-11-16 12:00:00,Ⅲ,18.4,7.87,8.28,1037.6,391,2.77,0.025,0.141,0.05,*,*,正常
888,上海市,太湖流域,二团,2021-11-16 12:00:00,Ⅲ,16.3,7.25,6.19,618.1,79,4.04,0.258,0.171,1.57,*,*,正常
889,上海市,太湖流域,横潦泾,2021-11-16 12:00:00,,21.1,7.6,--,527,122.4,4.33,0.034,0.153,4.12,*,*,维护
890,上海市,太湖流域,斜塘口,2021-11-16 12:00:00,Ⅱ,15.2,7.45,8,546.5,257.9,3.65,0.176,0.08,--,*,*,维护
891,上海市,太湖流域,急水港桥,2021-11-16 12:00:00,Ⅳ,15.6,7.57,7.99,553,60.7,3.38,0.536,0.06,2,0.01,3822519,正常
892,上海市,太湖流域,淀峰,2021-11-16 12:00:00,Ⅲ,15.8,8.12,9.58,572.2,30.7,3.8,0.167,0.101,2.26,*,*,正常
893,上海市,太湖流域,汾湖大桥(界标),2021-11-16 16:00:00,Ⅱ,15.7,7.68,8.63,449.9,55.8,0.29,0.309,0.04,1.55,0.011,*,正常
894,上海市,太湖流域,太浦河桥,2021-11-16 12:00:00,Ⅱ,15.9,8.02,8.39,286.3,74.9,2.84,0.455,0.083,1.25,*,*,正常
895,上海市,太湖流域,钱桥,2021-11-16 12:00:00,Ⅲ,17.6,6.95,6.97,565.8,25.2,4.46,0.074,0.123,2.12,*,*,正常
896,上海市,长江流域,七效港西桥,2021-11-16 12:00:00,Ⅱ,15.4,7.48,7.15,788.6,98.2,2.8,0.452,0.044,1.96,*,*,正常
897,上海市,长江流域,前卫村桥,2021-11-16 12:00:00,Ⅲ,14.3,7.94,8.42,636,36.9,4.39,0.201,0.071,1.57,*,*,正常
898,上海市,长江流域,五效,2021-11-16 12:00:00,Ⅴ,15.6,8.35,8.5,555.1,30.9,14.86,0.144,0.073,1.69,*,*,正常
899,上海市,长江流域,三沙洪交汇口,2021-11-16 12:00:00,Ⅲ,15.5,8.03,8.52,412.5,96.9,3.72,0.302,0.121,2.21,*,*,正常
900,上海市,太湖流域,明星路桥,2021-11-16 16:00:00,Ⅲ,18.1,7.27,6.19,509,45.2,4.29,0.188,0.105,2.27,*,*,正常
901,上海市,太湖流域,临江,2021-11-16 12:00:00,Ⅲ,15.2,7.61,7.85,327.9,87.8,5.18,0.616,0.088,3.03,*,*,正常
902,上海市,太湖流域,闵行西界(松浦大桥),2021-11-16 12:00:00,Ⅲ,14.9,7.54,6.69,164.5,97.1,3.78,0.41,0.1,0.71,*,*,正常
903,上海市,太湖流域,吴淞口,2021-11-16 16:00:00,Ⅲ,17.4,7.82,8.02,379.3,60.6,2.47,0.075,0.102,1.25,*,*,正常
904,云南省,长江流域,崔家庄,2021-11-16 16:00:00,Ⅲ,14.3,8.27,12.91,723.4,2.2,3.17,0.025,0.133,11.28,*,*,正常
905,云南省,长江流域,普渡河桥,2021-11-16 16:00:00,Ⅲ,18.1,8.52,9.14,625.5,6.3,3.33,0.025,0.138,4.28,*,*,正常
906,云南省,珠江流域,禄丰村,2021-11-16 16:00:00,Ⅲ,18,8.3,8.92,520.2,12.5,1.7,0.042,0.104,3.48,*,*,正常
907,云南省,滇池流域,回龙村,2021-11-16 16:00:00,Ⅲ,17.2,8.28,6.2,576.7,49.4,4.07,1.284,0.604,5.31,*,*,正常
908,云南省,滇池流域,船房五社桥头(一检站),2021-11-16 16:00:00,Ⅱ,17.8,7.98,11.48,616.5,19.6,3.23,0.093,0.045,7.11,*,*,正常
909,云南省,滇池流域,王大桥,2021-11-16 16:00:00,Ⅴ,18.6,7.08,7.33,589.6,16.5,4.36,0.786,0.274,9.64,*,*,正常
910,云南省,滇池流域,大观河入湖口(航运公司)(篆塘河泵站),2021-11-16 16:00:00,Ⅲ,17.7,8.02,5.47,433.6,5.5,1.9,0.378,0.089,4.47,*,*,正常
911,云南省,滇池流域,大渔乡土罗村入湖口,2021-11-16 16:00:00,Ⅲ,15.6,7.86,7.43,641.1,24.8,3.19,0.025,0.122,8.16,*,*,正常
912,云南省,滇池流域,新河村入湖口(金属筛片厂小桥),2021-11-16 16:00:00,Ⅳ,18.4,7.95,6.48,496.3,28.4,5.91,0.444,0.209,5.58,*,*,正常
913,云南省,珠江流域,阳宗海中,2021-11-16 16:00:00,Ⅳ,17.2,7.75,4.79,422,0.3,3.31,0.144,0.026,0.46,0.002,3918720,正常
914,云南省,长江流域,富民大桥,2021-11-16 16:00:00,Ⅴ,17,7.69,5.05,715,24.4,5.44,0.946,0.324,8.28,*,*,正常
915,云南省,滇池流域,严家村桥(盘龙江),2021-11-16 16:00:00,Ⅱ,16.8,8.37,7.56,431.4,4.5,1.58,0.025,0.068,4.95,*,*,正常
916,云南省,滇池流域,宝丰村入湖口,2021-11-16 16:00:00,Ⅳ,17.2,7.9,4.9,520.7,181.8,2.94,2.02,0.111,6.69,*,*,正常
917,云南省,滇池流域,江尾下闸,2021-11-16 16:00:00,Ⅳ,17.2,7.35,5.33,336.8,42.2,3.58,0.924,0.164,3.89,*,*,正常
918,云南省,滇池流域,茨巷河入湖口(牛恋乡),2021-11-16 16:00:00,Ⅲ,15.6,8.23,8.83,411.8,3.8,2.29,0.025,0.11,3.65,*,*,正常
919,云南省,滇池流域,东大河滇池入湖口,2021-11-16 16:00:00,劣Ⅴ,17.8,9.42,11.89,602.6,4.9,5.36,0.113,0.191,7.89,*,*,正常
920,云南省,滇池流域,草海中心,2021-11-16 16:00:00,Ⅲ,14.4,8.36,11.53,431.9,12.2,2.3,0.025,0.029,4.83,0.019,7414860,正常
921,云南省,滇池流域,灰湾中,2021-11-16 16:00:00,Ⅳ,14.9,8.15,8.3,434.7,22.8,6.08,0.025,0.061,2.03,0.005,14935450,正常
922,云南省,滇池流域,罗家营,2021-11-16 16:00:00,Ⅳ,14.9,7.97,7.33,389.4,18,6.22,0.053,0.061,1.4,0.004,15276400,正常
923,云南省,滇池流域,观音山东,2021-11-16 16:00:00,Ⅳ,14.8,8.17,7.01,421.1,28.7,5.68,0.061,0.059,1.57,0.002,17723820,正常
924,云南省,滇池流域,观音山中,2021-11-16 16:00:00,Ⅳ,14.1,8.26,7.31,429.2,20.2,7.17,0.309,0.056,1.46,0.002,18602900,正常
925,云南省,滇池流域,观音山西,2021-11-16 16:00:00,Ⅳ,15.2,8.61,6.83,424.8,22.2,8.63,0.028,0.029,1.6,0.002,20723600,正常
926,云南省,滇池流域,海口西,2021-11-16 16:00:00,Ⅳ,15,8.49,7.97,422.1,22.6,6.54,0.048,0.052,1.35,0.002,20569800,正常
927,云南省,滇池流域,滇池南,2021-11-16 16:00:00,Ⅳ,14.7,8.66,7.48,436.1,21.4,4.66,0.032,0.059,1.69,0.002,26038700,正常
928,云南省,滇池流域,白鱼口,2021-11-16 16:00:00,Ⅲ,14.4,8.23,7.41,428.4,28.6,5.74,0.025,0.046,1.15,0.002,24183060,正常
929,云南省,滇池流域,断桥,2021-11-16 16:00:00,Ⅲ,16.2,8.5,10.11,468.2,8.7,2.13,0.09,0.027,6.12,0.006,3983575,正常
930,云南省,长江流域,河口(象鼻山吊桥),2021-11-16 16:00:00,Ⅱ,15.2,8.9,11.37,519.6,1,1.92,0.025,0.051,4.72,*,*,正常
931,云南省,珠江流域,花山水库出水口,2021-11-16 16:00:00,Ⅰ,15.1,8.51,8.11,340.5,29.2,1.19,0.025,0.01,1.3,*,*,正常
932,云南省,长江流域,以礼河水文站,??,,--,--,--,--,--,--,--,--,--,*,*,维护
933,云南省,珠江流域,厂房大桥,2021-11-16 16:00:00,Ⅱ,14.6,8.18,8.64,355.9,17.3,0.88,0.036,0.092,2.66,*,*,正常
934,云南省,珠江流域,设里桥,2021-11-16 16:00:00,Ⅱ,19.6,8.15,8.9,552.7,13.7,0.92,0.032,0.065,3.86,*,*,正常
935,云南省,长江流域,牛栏江大桥,2021-11-16 16:00:00,Ⅱ,15.4,8.23,9.21,366.4,17.7,0.94,0.025,0.023,1.97,*,*,正常
936,云南省,珠江流域,孤山,2021-11-16 12:00:00,Ⅱ,18.8,8.88,6.47,321.1,0.9,0.95,0.025,0.006,0.17,0.008,*,正常
937,云南省,珠江流域,盘溪大桥,2021-11-16 16:00:00,Ⅱ,20.4,8.13,8.39,524.4,13.4,0.99,0.025,0.056,2.84,*,*,正常
938,云南省,珠江流域,九甸大桥,2021-11-16 16:00:00,Ⅱ,18.7,8.04,8.45,577.5,135.3,2.12,0.037,0.051,5.97,*,*,正常
939,云南省,西南诸河,坝洪村,2021-11-16 16:00:00,Ⅱ,21.3,7.69,8.3,208.4,407.6,1.51,0.051,0.037,1.07,*,*,正常
940,云南省,珠江流域,抚仙湖心,2021-11-16 16:00:00,Ⅰ,18.1,8.76,7.81,275.2,2,0.78,0.025,0.01,0.06,0.002,14600,正常
941,云南省,西南诸河,绿汁江大桥,2021-11-16 16:00:00,Ⅰ,18.2,7.8,9.74,618.2,23.1,1.35,0.025,0.005,0.49,*,*,正常
942,云南省,珠江流域,杞麓湖心,2021-11-16 16:00:00,劣Ⅴ,15.5,9.09,7.28,785.8,10.7,8.47,0.036,0.083,2.01,0.016,21605620,正常
943,云南省,珠江流域,永昌桥,2021-11-16 16:00:00,Ⅳ,19,7.52,6.58,503.3,16.9,2.58,1.465,0.165,6.97,*,*,正常
944,云南省,珠江流域,星云湖心,2021-11-16 16:00:00,Ⅳ,16.8,8.93,7.19,513,18.1,6.54,0.025,0.067,1.1,0.003,14718500,正常
945,云南省,西南诸河,湾甸,2021-11-16 16:00:00,Ⅲ,19.6,8.21,8.85,410.2,193.4,1.09,0.103,0.138,2.86,*,*,正常
946,云南省,西南诸河,永保桥,2021-11-16 16:00:00,Ⅰ,16.4,7.92,8.15,418.7,4.4,0.96,0.025,0.005,0.47,*,*,正常
947,云南省,西南诸河,龙江桥,2021-11-16 16:00:00,Ⅱ,16.7,7.62,8.76,110.5,9.1,0.55,0.025,0.026,0.71,*,*,正常
948,云南省,长江流域,江底桥,2021-11-16 16:00:00,Ⅰ,16.2,7.74,8.74,393.5,2.1,0.58,0.025,0.018,2.12,*,*,正常
949,云南省,长江流域,头屯河,2021-11-16 16:00:00,Ⅰ,13.4,8.26,9.21,378.6,2.1,0.32,0.025,0.019,3.77,*,*,正常
950,云南省,长江流域,黄沙坡,2021-11-16 16:00:00,,21.4,8.26,9.32,418.2,8.2,--,0.025,0.019,0.8,*,*,维护
951,云南省,长江流域,横江桥,2021-11-16 16:00:00,Ⅱ,15.6,8.17,10.36,269.6,16.3,0.25,0.025,0.028,2.45,*,*,正常
952,云南省,长江流域,程海湖中,2021-11-16 16:00:00,劣Ⅴ,21.8,9.36,4.73,1476,2,4.04,0.129,0.034,0.24,0.003,10000,正常
953,云南省,长江流域,泸沽湖湖心(泸沽湖),2021-11-16 12:00:00,Ⅱ,15.7,8.82,7.07,218.1,0.2,0.82,0.025,0.005,0.06,0.001,244671,正常
954,云南省,长江流域,新华,2021-11-16 16:00:00,Ⅰ,9.9,8.18,9.57,1019.8,40.6,1.01,0.025,0.007,0.59,*,*,正常
955,云南省,长江流域,金江桥,2021-11-16 16:00:00,Ⅰ,18.9,8.32,8.51,848.4,16.8,0.88,0.025,0.006,0.41,*,*,正常
956,云南省,长江流域,龙兴村,2021-11-16 16:00:00,Ⅳ,15,7.79,7.16,439.2,30.1,2.08,0.543,0.203,4.04,*,*,正常
957,云南省,西南诸河,土卡河水文站(土卡河),2021-11-16 12:00:00,Ⅱ,23.2,7.53,6.88,231.7,53.2,1.11,0.044,0.021,0.89,*,*,正常
958,云南省,西南诸河,芒东桥,2021-11-16 16:00:00,Ⅱ,21.6,7.82,8.7,198.3,141.3,2.37,0.025,0.022,0.89,*,*,正常
959,云南省,西南诸河,孟拉桥,2021-11-16 16:00:00,,--,--,--,--,--,0.85,0.025,0.025,0.4,*,*,维护
960,云南省,西南诸河,莲花乡,2021-11-16 16:00:00,Ⅴ,21.4,7.49,4.86,272.6,163.1,4.88,1.908,0.263,6.48,*,*,正常
961,云南省,西南诸河,储木场,2021-11-16 16:00:00,Ⅱ,25,8.16,9.07,309.5,14,2.13,0.025,0.024,0.59,*,*,正常
962,云南省,西南诸河,嘎旧,2021-11-16 16:00:00,,18.8,8.2,7.62,401.7,6,--,0.025,--,--,*,*,维护
963,云南省,西南诸河,孟定大桥,2021-11-16 16:00:00,Ⅱ,21.1,7.9,8.42,249.2,238.3,1.57,0.172,0.055,2.44,*,*,正常
964,云南省,西南诸河,黑箐,2021-11-16 16:00:00,Ⅱ,19,7.86,7.86,160.6,109.7,3.6,0.041,0.084,2.04,*,*,正常
965,云南省,西南诸河,小黑江检查站,2021-11-16 16:00:00,Ⅲ,19.7,7.88,8.14,147.5,400.7,4.03,0.547,0.008,3.22,*,*,正常
966,云南省,西南诸河,水文站,2021-11-16 16:00:00,Ⅲ,18.3,7.82,6.7,514.3,12.3,3,0.344,0.122,2.4,*,*,正常
967,云南省,长江流域,西观桥,2021-11-16 16:00:00,,18,7.86,7.44,582.1,24.3,4.27,--,0.168,5.6,*,*,维护
968,云南省,西南诸河,那发出境,2021-11-16 16:00:00,Ⅳ,20.2,8.15,8.04,134.5,266.4,6.79,0.025,0.23,1.36,*,*,正常
969,云南省,西南诸河,中越桥,2021-11-16 16:00:00,Ⅱ,19.7,8.32,8.62,289.6,30,0.34,0.025,0.029,2.21,*,*,正常
970,云南省,西南诸河,蚂蟥堡桥,2021-11-16 16:00:00,Ⅱ,21.7,7.39,7.1,183.5,10.8,0.31,0.025,0.038,1.88,*,*,正常
